gdb9_000030_0_casscf_s 455.53
gdb9_000083_0_casscf_s 2768.99
gdb9_000084_0_casscf_s 2460.30
gdb9_000084_2_casscf_s 2443.84
gdb9_000085_2_casscf_s 2494.10
gdb9_000087_2_casscf_s 1888.73
gdb9_000088_0_casscf_s 1572.19
gdb9_000088_1_casscf_s 2368.46
gdb9_000088_2_casscf_s 1769.24
gdb9_000091_0_casscf_s 1012.45
gdb9_000095_3_casscf_s 2148.61
gdb9_000105_2_casscf_s 2033.20
gdb9_000106_1_casscf_s 1170.72
gdb9_000131_1_casscf_s 1341.92
gdb9_000145_0_casscf_s 1615.08
gdb9_000145_1_casscf_s 1100.56
gdb9_000160_2_casscf_s 1712.23
gdb9_000250_0_casscf_s 4496.01
gdb9_000255_1_casscf_s 4226.17
gdb9_000259_1_casscf_s 4068.51
gdb9_000269_1_casscf_s 2597.33
gdb9_000272_3_casscf_s 6391.34
gdb9_000278_2_casscf_s 4586.85
gdb9_000292_2_casscf_s 6904.73
gdb9_000299_0_casscf_s 5876.12
gdb9_000299_1_casscf_s 6261.73
gdb9_000299_2_casscf_s 4191.93
gdb9_000308_0_casscf_s 2516.34
gdb9_000349_0_casscf_s 1774.90
gdb9_000361_0_casscf_s 3768.22
gdb9_000370_0_casscf_s 3229.06
gdb9_000370_1_casscf_s 3348.63
gdb9_000371_2_casscf_s 4520.42
gdb9_000380_0_casscf_s 2544.45
gdb9_000399_2_casscf_s 2577.25
gdb9_000423_1_casscf_s 2939.15
gdb9_000425_0_casscf_s 2897.34
gdb9_000456_3_casscf_s 4791.44
gdb9_000458_2_casscf_s 4026.57
gdb9_000480_0_casscf_s 5213.05
gdb9_000496_1_casscf_s 3531.24
gdb9_000502_0_casscf_s 3974.27
gdb9_000502_1_casscf_s 2686.26
gdb9_000504_0_casscf_s 3362.86
gdb9_000514_0_casscf_s 1130.73
gdb9_000516_0_casscf_s 2561.39
gdb9_000543_4_casscf_s 12075.69
gdb9_000546_1_casscf_s 7036.33
gdb9_000551_0_casscf_s 3927.52
gdb9_000559_1_casscf_s 4871.20
gdb9_000561_0_casscf_s 3685.17
gdb9_000561_1_casscf_s 3032.73
gdb9_000561_2_casscf_s 3873.16
gdb9_000563_4_casscf_s 8748.53
gdb9_000566_0_casscf_s 3868.84
gdb9_000566_1_casscf_s 3866.06
gdb9_000568_1_casscf_s 4047.41
gdb9_000574_2_casscf_s 2224.62
gdb9_000581_0_casscf_s 2899.86
gdb9_000590_1_casscf_s 5213.91
gdb9_000591_2_casscf_s 3966.67
gdb9_000593_0_casscf_s 6847.00
gdb9_000607_0_casscf_s 2817.82
gdb9_000625_1_casscf_s 5440.75
gdb9_000635_2_casscf_s 10967.52
gdb9_000684_0_casscf_s 1941.26
gdb9_000685_0_casscf_s 2947.34
gdb9_000685_1_casscf_s 2976.71
gdb9_000690_0_casscf_s 3292.67
gdb9_000696_1_casscf_s 4214.54
gdb9_000703_3_casscf_s 5769.55
gdb9_000705_0_casscf_s 3655.05
gdb9_000705_1_casscf_s 3537.06
gdb9_000729_0_casscf_s 2527.59
gdb9_000744_0_casscf_s 3780.22
gdb9_000796_0_casscf_s 12003.54
gdb9_000796_1_casscf_s 25504.05
