dsgdb9nsd_077930 426.96
dsgdb9nsd_064697 251.68
dsgdb9nsd_016592 266.05
dsgdb9nsd_084594 380.45
dsgdb9nsd_062440 254.31
dsgdb9nsd_084578 327.51
dsgdb9nsd_018113 246.91
dsgdb9nsd_057123 197.39
dsgdb9nsd_101513 240.39
dsgdb9nsd_091270 336.84
dsgdb9nsd_071044 376.88
dsgdb9nsd_066527 257.39
dsgdb9nsd_029271 311.13
dsgdb9nsd_007180 202.61
dsgdb9nsd_048876 285.89
dsgdb9nsd_045155 296.01
dsgdb9nsd_030850 333.51
dsgdb9nsd_030211 340.42
dsgdb9nsd_087157 373.19
dsgdb9nsd_074100 331.92
dsgdb9nsd_064086 396.03
dsgdb9nsd_034889 239.65
dsgdb9nsd_084208 362.70
dsgdb9nsd_081917 369.71
dsgdb9nsd_074535 355.39
dsgdb9nsd_034083 265.90
dsgdb9nsd_083974 357.75
dsgdb9nsd_045542 333.62
dsgdb9nsd_090000 352.10
dsgdb9nsd_019531 265.26
dsgdb9nsd_098389 242.91
dsgdb9nsd_057151 221.47
dsgdb9nsd_008198 253.13
dsgdb9nsd_023782 191.49
dsgdb9nsd_010203 174.71
dsgdb9nsd_025818 261.48
dsgdb9nsd_040650 345.27
dsgdb9nsd_056339 218.70
dsgdb9nsd_018762 241.73
dsgdb9nsd_075974 278.05
dsgdb9nsd_014707 156.93
dsgdb9nsd_082336 305.29
dsgdb9nsd_100256 326.90
dsgdb9nsd_086262 330.57
dsgdb9nsd_045310 301.03
dsgdb9nsd_062475 342.25
dsgdb9nsd_124709 376.17
dsgdb9nsd_043196 276.84
dsgdb9nsd_042012 348.99
dsgdb9nsd_077733 354.95
dsgdb9nsd_101063 331.19
dsgdb9nsd_100794 372.83
dsgdb9nsd_068351 368.48
dsgdb9nsd_022603 337.25
dsgdb9nsd_049111 322.68
dsgdb9nsd_077312 324.61
dsgdb9nsd_132928 302.48
dsgdb9nsd_078402 318.60
dsgdb9nsd_072209 373.25
dsgdb9nsd_047077 317.47
dsgdb9nsd_093984 299.41
dsgdb9nsd_083898 271.60
dsgdb9nsd_085691 282.54
dsgdb9nsd_003428 139.93
dsgdb9nsd_026339 314.38
dsgdb9nsd_129776 351.47
dsgdb9nsd_061989 226.36
dsgdb9nsd_119907 414.53
dsgdb9nsd_044041 304.86
dsgdb9nsd_023475 296.18
dsgdb9nsd_076556 330.55
dsgdb9nsd_020909 233.85
dsgdb9nsd_071721 358.76
dsgdb9nsd_033583 284.75
dsgdb9nsd_019898 212.15
dsgdb9nsd_036911 287.06
dsgdb9nsd_052795 233.04
dsgdb9nsd_062132 233.01
dsgdb9nsd_122271 329.13
dsgdb9nsd_037086 345.20
dsgdb9nsd_029972 283.71
dsgdb9nsd_027575 251.49
dsgdb9nsd_031931 281.79
dsgdb9nsd_061833 287.90
dsgdb9nsd_122518 331.84
dsgdb9nsd_112487 303.37
dsgdb9nsd_033275 166.47
dsgdb9nsd_056009 283.29
dsgdb9nsd_003293 150.70
dsgdb9nsd_038773 329.42
dsgdb9nsd_029319 291.67
dsgdb9nsd_037508 413.07
dsgdb9nsd_007978 233.48
dsgdb9nsd_080958 326.91
dsgdb9nsd_027779 268.99
dsgdb9nsd_080667 337.04
dsgdb9nsd_007068 162.43
dsgdb9nsd_040846 311.63
dsgdb9nsd_005451 189.70
dsgdb9nsd_021877 192.89
dsgdb9nsd_048672 306.31
dsgdb9nsd_074548 337.80
dsgdb9nsd_060922 336.10
dsgdb9nsd_125375 359.20
dsgdb9nsd_069501 371.16
